fact	label	source
e3485 r1 a33	0	train
e3485 r1 a7	0	train
e3485 r1 a17	0	train
e3485 r1 a15	0	train
e2257 r1 c37	1	train
e2257 r0 a22	1	train
e2257 r0 a16	1	train
e2257 r0 a32	1	train
e2257 r0 a35	1	train
e2257 r0 a14	1	train
e2257 r1 a7	0	train
e2257 r1 a27	0	train
e2257 r1 a25	0	train
e2257 r1 a28	0	train
e2257 r1 a3	0	train
e2257 r1 a29	0	train
e1120 r1 c37	1	train
e1120 r0 a22	1	train
e1120 r0 a16	1	train
e1120 r0 a32	1	train
e1120 r0 a35	1	train
e1120 r0 a14	1	train
e1120 r1 a18	0	train
e1120 r1 a7	0	train
e1120 r1 a28	0	train
e1120 r1 a5	0	train
e1120 r1 a1	0	train
e1120 r1 a4	0	train
e4169 r1 c37	1	train
e4169 r0 a22	1	train
e4169 r0 a16	1	train
e4169 r0 a32	1	train
e4169 r0 a35	1	train
e4169 r0 a14	1	train
e4169 r1 a17	0	train
e4169 r1 a34	0	train
e4169 r1 a3	0	train
e4169 r1 a8	0	train
e4169 r1 a2	0	train
e4169 r1 a30	0	train
e4025 r1 c37	1	train
e4025 r0 a22	1	train
e4025 r0 a16	1	train
e4025 r0 a32	1	train
e4025 r0 a35	1	train
e4025 r0 a14	1	train
e4025 r1 a8	0	train
e4025 r1 a18	0	train
e4025 r1 a27	0	train
e4025 r1 a5	0	train
e4025 r1 a4	0	train
e4025 r1 a10	0	train
e2905 r1 c37	1	train
e2905 r0 a22	1	train
e2905 r0 a16	1	train
e2905 r0 a32	1	train
e2905 r0 a35	1	train
e2905 r0 a14	1	train
e2905 r1 a8	0	train
e2905 r1 a2	0	train
e2905 r1 a1	0	train
e2905 r1 a12	0	train
e2905 r1 a13	0	train
e2905 r1 a31	0	train
e477 r1 c37	1	train
e477 r0 a22	1	train
e477 r0 a16	1	train
e477 r0 a32	1	train
e477 r0 a35	1	train
e477 r0 a14	1	train
e477 r1 a30	0	train
e477 r1 a34	0	train
e477 r1 a21	0	train
e477 r1 a17	0	train
e477 r1 a7	0	train
e477 r1 a20	0	train
e3394 r1 c37	1	train
e3394 r0 a22	1	train
e3394 r0 a16	1	train
e3394 r0 a32	1	train
e3394 r0 a35	1	train
e3394 r0 a14	1	train
e3394 r1 a30	0	train
e3394 r1 a27	0	train
e3394 r1 a9	0	train
e3394 r1 a18	0	train
e3394 r1 a8	0	train
e3394 r1 a25	0	train
e494 r1 c37	1	train
e494 r0 a22	1	train
e494 r0 a16	1	train
e494 r0 a32	1	train
e494 r0 a35	1	train
e494 r0 a14	1	train
e494 r1 a24	0	train
e494 r1 a13	0	train
e494 r1 a15	0	train
e494 r1 a17	0	train
e494 r1 a3	0	train
e494 r1 a5	0	train
e4217 r1 c37	1	train
e4217 r0 a22	1	train
e4217 r0 a16	1	train
e4217 r0 a32	1	train
e4217 r0 a35	1	train
e4217 r0 a14	1	train
e4217 r1 a21	0	train
e4217 r1 a17	0	train
e4217 r1 a11	0	train
e4217 r1 a19	0	train
e4217 r1 a34	0	train
e4217 r1 a10	0	train
e3558 r1 c37	1	train
e3558 r0 a22	1	train
e3558 r0 a16	1	train
e3558 r0 a32	1	train
e3558 r0 a35	1	train
e3558 r0 a14	1	train
e3558 r1 a15	0	train
e3558 r1 a4	0	train
e3558 r1 a33	0	train
e3558 r1 a21	0	train
e3558 r1 a30	0	train
e3558 r1 a28	0	train
e1095 r1 c37	1	train
e1095 r0 a22	1	train
e1095 r0 a16	1	train
e1095 r0 a32	1	train
e1095 r0 a35	1	train
e1095 r0 a14	1	train
e1095 r1 a12	0	train
e1095 r1 a6	0	train
e1095 r1 a0	0	train
e1095 r1 a15	0	train
e1095 r1 a8	0	train
e1095 r1 a25	0	train
e814 r1 c37	1	train
e814 r0 a22	1	train
e814 r0 a16	1	train
e814 r0 a32	1	train
e814 r0 a35	1	train
e814 r0 a14	1	train
e814 r1 a1	0	train
e814 r1 a24	0	train
e814 r1 a34	0	train
e814 r1 a7	0	train
e814 r1 a25	0	train
e814 r1 a4	0	train
e4404 r1 c37	1	train
e4404 r0 a22	1	train
e4404 r0 a16	1	train
e4404 r0 a32	1	train
e4404 r0 a35	1	train
e4404 r0 a14	1	train
e4404 r1 a28	0	train
e4404 r1 a3	0	train
e4404 r1 a27	0	train
e4404 r1 a17	0	train
e4404 r1 a6	0	train
e4404 r1 a13	0	train
e690 r1 c37	1	train
e690 r0 a22	1	train
e690 r0 a16	1	train
e690 r0 a32	1	train
e690 r0 a35	1	train
e690 r0 a14	1	train
e690 r1 a33	0	train
e690 r1 a24	0	train
e690 r1 a28	0	train
e690 r1 a15	0	train
e690 r1 a21	0	train
e690 r1 a1	0	train
e1650 r1 c37	1	train
e1650 r0 a22	1	train
e1650 r0 a16	1	train
e1650 r0 a32	1	train
e1650 r0 a35	1	train
e1650 r0 a14	1	train
e1650 r1 a4	0	train
e1650 r1 a25	0	train
e1650 r1 a30	0	train
e1650 r1 a9	0	train
e1650 r1 a34	0	train
e1650 r1 a20	0	train
e77 r1 c37	1	train
e77 r0 a22	1	train
e77 r0 a16	1	train
e77 r0 a32	1	train
e77 r0 a35	1	train
e77 r0 a14	1	train
e77 r1 a3	0	train
e77 r1 a24	0	train
e77 r1 a8	0	train
e77 r1 a29	0	train
e77 r1 a1	0	train
e77 r1 a33	0	train
e4750 r1 c37	1	train
e4750 r0 a22	1	train
e4750 r0 a16	1	train
e4750 r0 a32	1	train
e4750 r0 a35	1	train
e4750 r0 a14	1	train
e4750 r1 a13	0	train
e4750 r1 a8	0	train
e4750 r1 a28	0	train
e4750 r1 a33	0	train
e4750 r1 a27	0	train
e4750 r1 a1	0	train
e597 r1 c37	1	train
e597 r0 a22	1	train
e597 r0 a16	1	train
e597 r0 a32	1	train
e597 r0 a35	1	train
e597 r0 a14	1	train
e597 r1 a27	0	train
e597 r1 a25	0	train
e597 r1 a0	0	train
e597 r1 a17	0	train
e597 r1 a8	0	train
e597 r1 a9	0	train
e3567 r0 c37	1	train
e3567 r0 a22	1	eval
e3567 r0 a16	1	eval
e3567 r0 a32	1	eval
e3567 r0 a35	1	eval
e3567 r0 a14	1	eval
e3567 r0 a29	1	eval
e3567 r0 a19	1	eval
e3567 r0 a18	1	eval
e3567 r0 a12	1	eval
e3567 r0 a27	1	eval
e3567 r0 a17	1	eval
e2995 r0 c37	1	train
e2995 r0 a22	1	eval
e2995 r0 a16	1	eval
e2995 r0 a32	1	eval
e2995 r0 a35	1	eval
e2995 r0 a14	1	eval
e2995 r0 a20	1	eval
e2995 r0 a8	1	eval
e2995 r0 a10	1	eval
e2995 r0 a6	1	eval
e2995 r0 a15	1	eval
e2995 r0 a0	1	eval
e2256 r0 c37	1	train
e2256 r0 a22	1	eval
e2256 r0 a16	1	eval
e2256 r0 a32	1	eval
e2256 r0 a35	1	eval
e2256 r0 a14	1	eval
e2256 r0 a11	1	eval
e2256 r0 a13	1	eval
e2256 r0 a6	1	eval
e2256 r0 a31	1	eval
e2256 r0 a25	1	eval
e2256 r0 a28	1	eval
e1496 r0 c37	1	train
e1496 r0 a22	1	eval
e1496 r0 a16	1	eval
e1496 r0 a32	1	eval
e1496 r0 a35	1	eval
e1496 r0 a14	1	eval
e1496 r0 a34	1	eval
e1496 r0 a17	1	eval
e1496 r0 a28	1	eval
e1496 r0 a2	1	eval
e1496 r0 a0	1	eval
e1496 r0 a10	1	eval
e2740 r0 c37	1	train
e2740 r0 a22	1	eval
e2740 r0 a16	1	eval
e2740 r0 a32	1	eval
e2740 r0 a35	1	eval
e2740 r0 a14	1	eval
e2740 r0 a33	1	eval
e2740 r0 a30	1	eval
e2740 r0 a8	1	eval
e2740 r0 a2	1	eval
e2740 r0 a17	1	eval
e2740 r0 a31	1	eval
e718 r0 c37	1	train
e718 r0 a22	1	eval
e718 r0 a16	1	eval
e718 r0 a32	1	eval
e718 r0 a35	1	eval
e718 r0 a14	1	eval
e718 r0 a20	1	eval
e718 r0 a18	1	eval
e718 r0 a30	1	eval
e718 r0 a11	1	eval
e718 r0 a27	1	eval
e718 r0 a5	1	eval
e2874 r0 c37	1	train
e2874 r0 a22	1	eval
e2874 r0 a16	1	eval
e2874 r0 a32	1	eval
e2874 r0 a35	1	eval
e2874 r0 a14	1	eval
e2874 r0 a11	1	eval
e2874 r0 a18	1	eval
e2874 r0 a25	1	eval
e2874 r0 a34	1	eval
e2874 r0 a13	1	eval
e2874 r0 a6	1	eval
e473 r0 c37	1	train
e473 r0 a22	1	eval
e473 r0 a16	1	eval
e473 r0 a32	1	eval
e473 r0 a35	1	eval
e473 r0 a14	1	eval
e473 r0 a12	1	eval
e473 r0 a21	1	eval
e473 r0 a34	1	eval
e473 r0 a24	1	eval
e473 r0 a18	1	eval
e473 r0 a6	1	eval
e4234 r0 c37	1	train
e4234 r0 a22	1	eval
e4234 r0 a16	1	eval
e4234 r0 a32	1	eval
e4234 r0 a35	1	eval
e4234 r0 a14	1	eval
e4234 r0 a28	1	eval
e4234 r0 a10	1	eval
e4234 r0 a15	1	eval
e4234 r0 a34	1	eval
e4234 r0 a7	1	eval
e4234 r0 a13	1	eval
e2203 r0 c37	1	train
e2203 r0 a22	1	eval
e2203 r0 a16	1	eval
e2203 r0 a32	1	eval
e2203 r0 a35	1	eval
e2203 r0 a14	1	eval
e2203 r0 a15	1	eval
e2203 r0 a1	1	eval
e2203 r0 a34	1	eval
e2203 r0 a19	1	eval
e2203 r0 a0	1	eval
e2203 r0 a29	1	eval
e2595 r0 c37	1	train
e2595 r0 a22	1	eval
e2595 r0 a16	1	eval
e2595 r0 a32	1	eval
e2595 r0 a35	1	eval
e2595 r0 a14	1	eval
e2595 r0 a34	1	eval
e2595 r0 a25	1	eval
e2595 r0 a8	1	eval
e2595 r0 a29	1	eval
e2595 r0 a18	1	eval
e2595 r0 a20	1	eval
e4871 r0 c37	1	train
e4871 r0 a22	1	eval
e4871 r0 a16	1	eval
e4871 r0 a32	1	eval
e4871 r0 a35	1	eval
e4871 r0 a14	1	eval
e4871 r0 a30	1	eval
e4871 r0 a17	1	eval
e4871 r0 a0	1	eval
e4871 r0 a24	1	eval
e4871 r0 a1	1	eval
e4871 r0 a33	1	eval
e3669 r0 c37	1	train
e3669 r0 a22	1	eval
e3669 r0 a16	1	eval
e3669 r0 a32	1	eval
e3669 r0 a35	1	eval
e3669 r0 a14	1	eval
e3669 r0 a29	1	eval
e3669 r0 a8	1	eval
e3669 r0 a13	1	eval
e3669 r0 a11	1	eval
e3669 r0 a34	1	eval
e3669 r0 a3	1	eval
e2071 r0 c37	1	train
e2071 r0 a22	1	eval
e2071 r0 a16	1	eval
e2071 r0 a32	1	eval
e2071 r0 a35	1	eval
e2071 r0 a14	1	eval
e2071 r0 a13	1	eval
e2071 r0 a21	1	eval
e2071 r0 a28	1	eval
e2071 r0 a34	1	eval
e2071 r0 a26	1	eval
e2071 r0 a4	1	eval
e224 r0 c37	1	train
e224 r0 a22	1	eval
e224 r0 a16	1	eval
e224 r0 a32	1	eval
e224 r0 a35	1	eval
e224 r0 a14	1	eval
e224 r0 a23	1	eval
e224 r0 a31	1	eval
e224 r0 a26	1	eval
e224 r0 a12	1	eval
e224 r0 a0	1	eval
e224 r0 a9	1	eval
e2226 r0 c37	1	train
e2226 r0 a22	1	eval
e2226 r0 a16	1	eval
e2226 r0 a32	1	eval
e2226 r0 a35	1	eval
e2226 r0 a14	1	eval
e2226 r0 a6	1	eval
e2226 r0 a4	1	eval
e2226 r0 a0	1	eval
e2226 r0 a25	1	eval
e2226 r0 a5	1	eval
e2226 r0 a11	1	eval
e89 r0 c37	1	train
e89 r0 a22	1	eval
e89 r0 a16	1	eval
e89 r0 a32	1	eval
e89 r0 a35	1	eval
e89 r0 a14	1	eval
e89 r0 a7	1	eval
e89 r0 a24	1	eval
e89 r0 a31	1	eval
e89 r0 a4	1	eval
e89 r0 a0	1	eval
e89 r0 a29	1	eval
e100 r0 c37	1	train
e100 r0 a22	1	eval
e100 r0 a16	1	eval
e100 r0 a32	1	eval
e100 r0 a35	1	eval
e100 r0 a14	1	eval
e100 r0 a17	1	eval
e100 r0 a12	1	eval
e100 r0 a3	1	eval
e100 r0 a11	1	eval
e100 r0 a20	1	eval
e100 r0 a15	1	eval
e578 r0 c37	1	train
e578 r0 a22	1	eval
e578 r0 a16	1	eval
e578 r0 a32	1	eval
e578 r0 a35	1	eval
e578 r0 a14	1	eval
e578 r0 a20	1	eval
e578 r0 a12	1	eval
e578 r0 a6	1	eval
e578 r0 a17	1	eval
e578 r0 a29	1	eval
e578 r0 a26	1	eval
e1836 r0 c37	1	train
e1836 r0 a22	1	eval
e1836 r0 a16	1	eval
e1836 r0 a32	1	eval
e1836 r0 a35	1	eval
e1836 r0 a14	1	eval
e1836 r0 a29	1	eval
e1836 r0 a27	1	eval
e1836 r0 a24	1	eval
e1836 r0 a19	1	eval
e1836 r0 a30	1	eval
e1836 r0 a20	1	eval
e355 r0 c37	1	train
e355 r0 a22	1	eval
e355 r0 a16	1	eval
e355 r0 a32	1	eval
e355 r0 a35	1	eval
e355 r0 a14	1	eval
e355 r0 a13	1	eval
e355 r0 a33	1	eval
e355 r0 a8	1	eval
e355 r0 a12	1	eval
e355 r0 a17	1	eval
e355 r0 a31	1	eval
e2996 r0 c37	1	train
e2996 r0 a22	1	eval
e2996 r0 a16	1	eval
e2996 r0 a32	1	eval
e2996 r0 a35	1	eval
e2996 r0 a14	1	eval
e2996 r0 a1	1	eval
e2996 r0 a0	1	eval
e2996 r0 a31	1	eval
e2996 r0 a15	1	eval
e2996 r0 a6	1	eval
e2996 r0 a13	1	eval
e4988 r0 c37	1	train
e4988 r0 a22	1	eval
e4988 r0 a16	1	eval
e4988 r0 a32	1	eval
e4988 r0 a35	1	eval
e4988 r0 a14	1	eval
e4988 r0 a8	1	eval
e4988 r0 a4	1	eval
e4988 r0 a5	1	eval
e4988 r0 a11	1	eval
e4988 r0 a34	1	eval
e4988 r0 a1	1	eval
e3943 r0 c37	1	train
e3943 r0 a22	1	eval
e3943 r0 a16	1	eval
e3943 r0 a32	1	eval
e3943 r0 a35	1	eval
e3943 r0 a14	1	eval
e3943 r0 a20	1	eval
e3943 r0 a9	1	eval
e3943 r0 a4	1	eval
e3943 r0 a6	1	eval
e3943 r0 a12	1	eval
e3943 r0 a13	1	eval
e3711 r0 c37	1	train
e3711 r0 a22	1	eval
e3711 r0 a16	1	eval
e3711 r0 a32	1	eval
e3711 r0 a35	1	eval
e3711 r0 a14	1	eval
e3711 r0 a4	1	eval
e3711 r0 a20	1	eval
e3711 r0 a21	1	eval
e3711 r0 a13	1	eval
e3711 r0 a11	1	eval
e3711 r0 a23	1	eval
e3272 r1 c53	1	train
e3272 r0 a23	1	train
e3272 r0 a0	1	train
e3272 r0 a3	1	train
e3272 r0 a5	1	train
e3272 r0 a4	1	train
e3272 r1 a1	0	train
e3272 r1 a6	0	train
e3272 r1 a16	0	train
e3272 r1 a2	0	train
e3272 r1 a30	0	train
e3272 r1 a35	0	train
e467 r1 c53	1	train
e467 r0 a23	1	train
e467 r0 a0	1	train
e467 r0 a3	1	train
e467 r0 a5	1	train
e467 r0 a4	1	train
e467 r1 a15	0	train
e467 r1 a6	0	train
e467 r1 a25	0	train
e467 r1 a2	0	train
e467 r1 a12	0	train
e467 r1 a16	0	train
e4839 r1 c53	1	train
e4839 r0 a23	1	train
e4839 r0 a0	1	train
e4839 r0 a3	1	train
e4839 r0 a5	1	train
e4839 r0 a4	1	train
e4839 r1 a25	0	train
e4839 r1 a15	0	train
e4839 r1 a28	0	train
e4839 r1 a7	0	train
e4839 r1 a35	0	train
e4839 r1 a14	0	train
e2183 r1 c53	1	train
e2183 r0 a23	1	train
e2183 r0 a0	1	train
e2183 r0 a3	1	train
e2183 r0 a5	1	train
e2183 r0 a4	1	train
e2183 r1 a13	0	train
e2183 r1 a18	0	train
e2183 r1 a14	0	train
e2183 r1 a34	0	train
e2183 r1 a2	0	train
e2183 r1 a15	0	train
e574 r1 c53	1	train
e574 r0 a23	1	train
e574 r0 a0	1	train
e574 r0 a3	1	train
e574 r0 a5	1	train
e574 r0 a4	1	train
e574 r1 a6	0	train
e574 r1 a20	0	train
e574 r1 a26	0	train
e574 r1 a27	0	train
e574 r1 a15	0	train
e574 r1 a31	0	train
e2292 r1 c53	1	train
e2292 r0 a23	1	train
e2292 r0 a0	1	train
e2292 r0 a3	1	train
e2292 r0 a5	1	train
e2292 r0 a4	1	train
e2292 r1 a10	0	train
e2292 r1 a9	0	train
e2292 r1 a20	0	train
e2292 r1 a34	0	train
e2292 r1 a7	0	train
e2292 r1 a33	0	train
e981 r1 c53	1	train
e981 r0 a23	1	train
e981 r0 a0	1	train
e981 r0 a3	1	train
e981 r0 a5	1	train
e981 r0 a4	1	train
e981 r1 a14	0	train
e981 r1 a31	0	train
e981 r1 a34	0	train
e981 r1 a27	0	train
e981 r1 a16	0	train
e981 r1 a20	0	train
e4228 r1 c53	1	train
e4228 r0 a23	1	train
e4228 r0 a0	1	train
e4228 r0 a3	1	train
e4228 r0 a5	1	train
e4228 r0 a4	1	train
e4228 r1 a18	0	train
e4228 r1 a28	0	train
e4228 r1 a12	0	train
e4228 r1 a16	0	train
e4228 r1 a26	0	train
e4228 r1 a21	0	train
e201 r1 c53	1	train
e201 r0 a23	1	train
e201 r0 a0	1	train
e201 r0 a3	1	train
e201 r0 a5	1	train
e201 r0 a4	1	train
e201 r1 a2	0	train
e201 r1 a17	0	train
e201 r1 a28	0	train
e201 r1 a9	0	train
e201 r1 a33	0	train
e201 r1 a11	0	train
e2357 r1 c53	1	train
e2357 r0 a23	1	train
e2357 r0 a0	1	train
e2357 r0 a3	1	train
e2357 r0 a5	1	train
e2357 r0 a4	1	train
e2357 r1 a25	0	train
e2357 r1 a28	0	train
e2357 r1 a32	0	train
e2357 r1 a33	0	train
e2357 r1 a34	0	train
e2357 r1 a7	0	train
e4458 r1 c53	1	train
e4458 r0 a23	1	train
e4458 r0 a0	1	train
e4458 r0 a3	1	train
e4458 r0 a5	1	train
e4458 r0 a4	1	train
e4458 r1 a27	0	train
e4458 r1 a1	0	train
e4458 r1 a21	0	train
e4458 r1 a7	0	train
e4458 r1 a10	0	train
e4458 r1 a13	0	train
e4227 r1 c53	1	train
e4227 r0 a23	1	train
e4227 r0 a0	1	train
e4227 r0 a3	1	train
e4227 r0 a5	1	train
e4227 r0 a4	1	train
e4227 r1 a19	0	train
e4227 r1 a7	0	train
e4227 r1 a11	0	train
e4227 r1 a34	0	train
e4227 r1 a2	0	train
e4227 r1 a26	0	train
e3698 r1 c53	1	train
e3698 r0 a23	1	train
e3698 r0 a0	1	train
e3698 r0 a3	1	train
e3698 r0 a5	1	train
e3698 r0 a4	1	train
e3698 r1 a29	0	train
e3698 r1 a15	0	train
e3698 r1 a1	0	train
e3698 r1 a33	0	train
e3698 r1 a27	0	train
e3698 r1 a26	0	train
e1525 r1 c53	1	train
e1525 r0 a23	1	train
e1525 r0 a0	1	train
e1525 r0 a3	1	train
e1525 r0 a5	1	train
e1525 r0 a4	1	train
e1525 r1 a35	0	train
e1525 r1 a9	0	train
e1525 r1 a26	0	train
e1525 r1 a21	0	train
e1525 r1 a22	0	train
e1525 r1 a28	0	train
e4812 r1 c53	1	train
e4812 r0 a23	1	train
e4812 r0 a0	1	train
e4812 r0 a3	1	train
e4812 r0 a5	1	train
e4812 r0 a4	1	train
e4812 r1 a27	0	train
e4812 r1 a1	0	train
e4812 r1 a21	0	train
e4812 r1 a7	0	train
e4812 r1 a12	0	train
e4812 r1 a18	0	train
e2853 r1 c53	1	train
e2853 r0 a23	1	train
e2853 r0 a0	1	train
e2853 r0 a3	1	train
e2853 r0 a5	1	train
e2853 r0 a4	1	train
e2853 r1 a19	0	train
e2853 r1 a14	0	train
e2853 r1 a1	0	train
e2853 r1 a28	0	train
e2853 r1 a25	0	train
e2853 r1 a32	0	train
e146 r1 c53	1	train
e146 r0 a23	1	train
e146 r0 a0	1	train
e146 r0 a3	1	train
e146 r0 a5	1	train
e146 r0 a4	1	train
e146 r1 a11	0	train
e146 r1 a28	0	train
e146 r1 a32	0	train
e146 r1 a8	0	train
e146 r1 a1	0	train
e146 r1 a34	0	train
e2503 r1 c53	1	train
e2503 r0 a23	1	train
e2503 r0 a0	1	train
e2503 r0 a3	1	train
e2503 r0 a5	1	train
e2503 r0 a4	1	train
e2503 r1 a12	0	train
e2503 r1 a24	0	train
e2503 r1 a7	0	train
e2503 r1 a15	0	train
e2503 r1 a22	0	train
e2503 r1 a31	0	train
e1680 r1 c53	1	train
e1680 r0 a23	1	train
e1680 r0 a0	1	train
e1680 r0 a3	1	train
e1680 r0 a5	1	train
e1680 r0 a4	1	train
e1680 r1 a30	0	train
e1680 r1 a1	0	train
e1680 r1 a28	0	train
e1680 r1 a14	0	train
e1680 r1 a29	0	train
e1680 r1 a22	0	train
e210 r1 c53	1	train
e210 r0 a23	1	train
e210 r0 a0	1	train
e210 r0 a3	1	train
e210 r0 a5	1	train
e210 r0 a4	1	train
e210 r1 a32	0	train
e210 r1 a25	0	train
e210 r1 a18	0	train
e210 r1 a21	0	train
e210 r1 a6	0	train
e210 r1 a16	0	train
e247 r1 c53	1	train
e247 r0 a23	1	train
e247 r0 a0	1	train
e247 r0 a3	1	train
e247 r0 a5	1	train
e247 r0 a4	1	train
e247 r1 a21	0	train
e247 r1 a26	0	train
e247 r1 a27	0	train
e247 r1 a1	0	train
e247 r1 a34	0	train
e247 r1 a17	0	train
e2786 r1 c53	1	train
e2786 r0 a23	1	train
e2786 r0 a0	1	train
e2786 r0 a3	1	train
e2786 r0 a5	1	train
e2786 r0 a4	1	train
e2786 r1 a1	0	train
e2786 r1 a26	0	train
e2786 r1 a16	0	train
e2786 r1 a11	0	train
e2786 r1 a17	0	train
e2786 r1 a27	0	train
e4987 r1 c53	1	train
e4987 r0 a23	1	train
e4987 r0 a0	1	train
e4987 r0 a3	1	train
e4987 r0 a5	1	train
e4987 r0 a4	1	train
e4987 r1 a20	0	train
e4987 r1 a28	0	train
e4987 r1 a33	0	train
e4987 r1 a31	0	train
e4987 r1 a8	0	train
e4987 r1 a32	0	train
e1662 r1 c53	1	train
e1662 r0 a23	1	train
e1662 r0 a0	1	train
e1662 r0 a3	1	train
e1662 r0 a5	1	train
e1662 r0 a4	1	train
e1662 r1 a2	0	train
e1662 r1 a26	0	train
e1662 r1 a30	0	train
e1662 r1 a28	0	train
e1662 r1 a24	0	train
e1662 r1 a31	0	train
e3386 r1 c53	1	train
e3386 r0 a23	1	train
e3386 r0 a0	1	train
e3386 r0 a3	1	train
e3386 r0 a5	1	train
e3386 r0 a4	1	train
e3386 r1 a13	0	train
e3386 r1 a21	0	train
e3386 r1 a1	0	train
e3386 r1 a10	0	train
e3386 r1 a32	0	train
e3386 r1 a17	0	train
e4828 r1 c53	1	train
e4828 r0 a23	1	train
e4828 r0 a0	1	train
e4828 r0 a3	1	train
e4828 r0 a5	1	train
e4828 r0 a4	1	train
e4828 r1 a30	0	train
e4828 r1 a12	0	train
e4828 r1 a14	0	train
e4828 r1 a13	0	train
e4828 r1 a27	0	train
e4828 r1 a6	0	train
e2886 r1 c53	1	train
e2886 r0 a23	1	train
e2886 r0 a0	1	train
e2886 r0 a3	1	train
e2886 r0 a5	1	train
e2886 r0 a4	1	train
e2886 r1 a24	0	train
e2886 r1 a1	0	train
e2886 r1 a10	0	train
e2886 r1 a2	0	train
e2886 r1 a31	0	train
e2886 r1 a22	0	train
e3948 r1 c53	1	train
e3948 r0 a23	1	train
e3948 r0 a0	1	train
e3948 r0 a3	1	train
e3948 r0 a5	1	train
e3948 r0 a4	1	train
e3948 r1 a30	0	train
e3948 r1 a34	0	train
e3948 r1 a32	0	train
e3948 r1 a19	0	train
e3948 r1 a17	0	train
e3948 r1 a7	0	train
e1983 r1 c53	1	train
e1983 r0 a23	1	train
e1983 r0 a0	1	train
e1983 r0 a3	1	train
e1983 r0 a5	1	train
e1983 r0 a4	1	train
e1983 r1 a10	0	train
e1983 r1 a12	0	train
e1983 r1 a7	0	train
e1983 r1 a17	0	train
e1983 r1 a32	0	train
e1983 r1 a21	0	train
e1508 r1 c53	1	train
e1508 r0 a23	1	train
e1508 r0 a0	1	train
e1508 r0 a3	1	train
e1508 r0 a5	1	train
e1508 r0 a4	1	train
e1508 r1 a19	0	train
e1508 r1 a21	0	train
e1508 r1 a7	0	train
e1508 r1 a34	0	train
e1508 r1 a27	0	train
e1508 r1 a1	0	train
e925 r1 c53	1	train
e925 r0 a23	1	train
e925 r0 a0	1	train
e925 r0 a3	1	train
e925 r0 a5	1	train
e925 r0 a4	1	train
e925 r1 a10	0	train
e925 r1 a12	0	train
e925 r1 a34	0	train
e925 r1 a14	0	train
e925 r1 a25	0	train
e925 r1 a19	0	train
e3227 r1 c53	1	train
e3227 r0 a23	1	train
e3227 r0 a0	1	train
e3227 r0 a3	1	train
e3227 r0 a5	1	train
e3227 r0 a4	1	train
e3227 r1 a11	0	train
e3227 r1 a12	0	train
e3227 r1 a6	0	train
e3227 r1 a31	0	train
e3227 r1 a32	0	train
e3227 r1 a2	0	train
e3507 r1 c53	1	train
e3507 r0 a23	1	train
e3507 r0 a0	1	train
e3507 r0 a3	1	train
e3507 r0 a5	1	train
e3507 r0 a4	1	train
e3507 r1 a29	0	train
e3507 r1 a10	0	train
e3507 r1 a8	0	train
e3507 r1 a16	0	train
e3507 r1 a9	0	train
e3507 r1 a14	0	train
e3398 r1 c53	1	train
e3398 r0 a23	1	train
e3398 r0 a0	1	train
e3398 r0 a3	1	train
e3398 r0 a5	1	train
e3398 r0 a4	1	train
e3398 r1 a26	0	train
e3398 r1 a29	0	train
e3398 r1 a24	0	train
e3398 r1 a6	0	train
e3398 r1 a17	0	train
e3398 r1 a9	0	train
e515 r1 c53	1	train
e515 r0 a23	1	train
e515 r0 a0	1	train
e515 r0 a3	1	train
e515 r0 a5	1	train
e515 r0 a4	1	train
e515 r1 a9	0	train
e515 r1 a30	0	train
e515 r1 a2	0	train
e515 r1 a10	0	train
e515 r1 a12	0	train
e515 r1 a15	0	train
e2438 r1 c53	1	train
e2438 r0 a23	1	train
e2438 r0 a0	1	train
e2438 r0 a3	1	train
e2438 r0 a5	1	train
e2438 r0 a4	1	train
e2438 r1 a22	0	train
e2438 r1 a6	0	train
e2438 r1 a27	0	train
e2438 r1 a25	0	train
e2438 r1 a32	0	train
e2438 r1 a2	0	train
e4162 r1 c53	1	train
e4162 r0 a23	1	train
e4162 r0 a0	1	train
e4162 r0 a3	1	train
e4162 r0 a5	1	train
e4162 r0 a4	1	train
e4162 r1 a18	0	train
e4162 r1 a22	0	train
e4162 r1 a15	0	train
e4162 r1 a10	0	train
e4162 r1 a13	0	train
e4162 r1 a25	0	train
e1084 r1 c53	1	train
e1084 r0 a23	1	train
e1084 r0 a0	1	train
e1084 r0 a3	1	train
e1084 r0 a5	1	train
e1084 r0 a4	1	train
e1084 r1 a26	0	train
e1084 r1 a14	0	train
e1084 r1 a6	0	train
e1084 r1 a30	0	train
e1084 r1 a7	0	train
e1084 r1 a8	0	train
e4858 r1 c53	1	train
e4858 r0 a23	1	train
e4858 r0 a0	1	train
e4858 r0 a3	1	train
e4858 r0 a5	1	train
e4858 r0 a4	1	train
e4858 r1 a8	0	train
e4858 r1 a34	0	train
e4858 r1 a31	0	train
e4858 r1 a18	0	train
e4858 r1 a22	0	train
e4858 r1 a17	0	train
e2817 r1 c53	1	train
e2817 r0 a23	1	train
e2817 r0 a0	1	train
e2817 r0 a3	1	train
e2817 r0 a5	1	train
e2817 r0 a4	1	train
e2817 r1 a18	0	train
e2817 r1 a28	0	train
e2817 r1 a8	0	train
e2817 r1 a25	0	train
