fact	label	source
e876 r0 a24	1	train
e876 r1 a17	0	train
e876 r1 a4	0	train
e876 r1 a15	0	train
e876 r1 a22	0	train
e876 r1 a0	0	train
e876 r1 a14	0	train
e1523 r1 c16	1	train
e1523 r0 a18	1	train
e1523 r0 a28	1	train
e1523 r0 a32	1	train
e1523 r0 a16	1	train
e1523 r0 a24	1	train
e1523 r1 a29	0	train
e1523 r1 a1	0	train
e1523 r1 a7	0	train
e1523 r1 a25	0	train
e1523 r1 a20	0	train
e1523 r1 a21	0	train
e3058 r1 c16	1	train
e3058 r0 a18	1	train
e3058 r0 a28	1	train
e3058 r0 a32	1	train
e3058 r0 a16	1	train
e3058 r0 a24	1	train
e3058 r1 a20	0	train
e3058 r1 a34	0	train
e3058 r1 a13	0	train
e3058 r1 a2	0	train
e3058 r1 a35	0	train
e3058 r1 a39	0	train
e2483 r1 c16	1	train
e2483 r0 a18	1	train
e2483 r0 a28	1	train
e2483 r0 a32	1	train
e2483 r0 a16	1	train
e2483 r0 a24	1	train
e2483 r1 a38	0	train
e2483 r1 a26	0	train
e2483 r1 a33	0	train
e2483 r1 a10	0	train
e2483 r1 a36	0	train
e2483 r1 a20	0	train
e4065 r1 c16	1	train
e4065 r0 a18	1	train
e4065 r0 a28	1	train
e4065 r0 a32	1	train
e4065 r0 a16	1	train
e4065 r0 a24	1	train
e4065 r1 a4	0	train
e4065 r1 a30	0	train
e4065 r1 a3	0	train
e4065 r1 a7	0	train
e4065 r1 a12	0	train
e4065 r1 a25	0	train
e356 r1 c16	1	train
e356 r0 a18	1	train
e356 r0 a28	1	train
e356 r0 a32	1	train
e356 r0 a16	1	train
e356 r0 a24	1	train
e356 r1 a20	0	train
e356 r1 a36	0	train
e356 r1 a33	0	train
e356 r1 a37	0	train
e356 r1 a19	0	train
e356 r1 a10	0	train
e1379 r1 c16	1	train
e1379 r0 a18	1	train
e1379 r0 a28	1	train
e1379 r0 a32	1	train
e1379 r0 a16	1	train
e1379 r0 a24	1	train
e1379 r1 a33	0	train
e1379 r1 a12	0	train
e1379 r1 a3	0	train
e1379 r1 a36	0	train
e1379 r1 a8	0	train
e1379 r1 a39	0	train
e4802 r1 c16	1	train
e4802 r0 a18	1	train
e4802 r0 a28	1	train
e4802 r0 a32	1	train
e4802 r0 a16	1	train
e4802 r0 a24	1	train
e4802 r1 a2	0	train
e4802 r1 a25	0	train
e4802 r1 a19	0	train
e4802 r1 a14	0	train
e4802 r1 a37	0	train
e4802 r1 a35	0	train
e3378 r1 c16	1	train
e3378 r0 a18	1	train
e3378 r0 a28	1	train
e3378 r0 a32	1	train
e3378 r0 a16	1	train
e3378 r0 a24	1	train
e3378 r1 a35	0	train
e3378 r1 a2	0	train
e3378 r1 a20	0	train
e3378 r1 a6	0	train
e3378 r1 a0	0	train
e3378 r1 a3	0	train
e4450 r1 c16	1	train
e4450 r0 a18	1	train
e4450 r0 a28	1	train
e4450 r0 a32	1	train
e4450 r0 a16	1	train
e4450 r0 a24	1	train
e4450 r1 a27	0	train
e4450 r1 a17	0	train
e4450 r1 a39	0	train
e4450 r1 a21	0	train
e4450 r1 a2	0	train
e4450 r1 a8	0	train
e817 r1 c16	1	train
e817 r0 a18	1	train
e817 r0 a28	1	train
e817 r0 a32	1	train
e817 r0 a16	1	train
e817 r0 a24	1	train
e817 r1 a2	0	train
e817 r1 a3	0	train
e817 r1 a38	0	train
e817 r1 a6	0	train
e817 r1 a13	0	train
e817 r1 a17	0	train
e2473 r1 c16	1	train
e2473 r0 a18	1	train
e2473 r0 a28	1	train
e2473 r0 a32	1	train
e2473 r0 a16	1	train
e2473 r0 a24	1	train
e2473 r1 a33	0	train
e2473 r1 a7	0	train
e2473 r1 a38	0	train
e2473 r1 a2	0	train
e2473 r1 a26	0	train
e2473 r1 a19	0	train
e3431 r1 c16	1	train
e3431 r0 a18	1	train
e3431 r0 a28	1	train
e3431 r0 a32	1	train
e3431 r0 a16	1	train
e3431 r0 a24	1	train
e3431 r1 a20	0	train
e3431 r1 a17	0	train
e3431 r1 a29	0	train
e3431 r1 a23	0	train
e3431 r1 a7	0	train
e3431 r1 a13	0	train
e2956 r1 c16	1	train
e2956 r0 a18	1	train
e2956 r0 a28	1	train
e2956 r0 a32	1	train
e2956 r0 a16	1	train
e2956 r0 a24	1	train
e2956 r1 a19	0	train
e2956 r1 a5	0	train
e2956 r1 a2	0	train
e2956 r1 a35	0	train
e2956 r1 a11	0	train
e2956 r1 a37	0	train
e594 r1 c16	1	train
e594 r0 a18	1	train
e594 r0 a28	1	train
e594 r0 a32	1	train
e594 r0 a16	1	train
e594 r0 a24	1	train
e594 r1 a30	0	train
e594 r1 a20	0	train
e594 r1 a12	0	train
e594 r1 a31	0	train
e594 r1 a6	0	train
e594 r1 a5	0	train
e1349 r0 c16	1	train
e1349 r0 a18	1	eval
e1349 r0 a28	1	eval
e1349 r0 a32	1	eval
e1349 r0 a16	1	eval
e1349 r0 a24	1	eval
e1349 r0 a10	1	eval
e1349 r0 a39	1	eval
e1349 r0 a17	1	eval
e1349 r0 a20	1	eval
e1349 r0 a19	1	eval
e1349 r0 a37	1	eval
e836 r0 c16	1	train
e836 r0 a18	1	eval
e836 r0 a28	1	eval
e836 r0 a32	1	eval
e836 r0 a16	1	eval
e836 r0 a24	1	eval
e836 r0 a6	1	eval
e836 r0 a34	1	eval
e836 r0 a8	1	eval
e836 r0 a22	1	eval
e836 r0 a23	1	eval
e836 r0 a38	1	eval
e2592 r0 c16	1	train
e2592 r0 a18	1	eval
e2592 r0 a28	1	eval
e2592 r0 a32	1	eval
e2592 r0 a16	1	eval
e2592 r0 a24	1	eval
e2592 r0 a35	1	eval
e2592 r0 a38	1	eval
e2592 r0 a33	1	eval
e2592 r0 a27	1	eval
e2592 r0 a37	1	eval
e2592 r0 a39	1	eval
e4874 r0 c16	1	train
e4874 r0 a18	1	eval
e4874 r0 a28	1	eval
e4874 r0 a32	1	eval
e4874 r0 a16	1	eval
e4874 r0 a24	1	eval
e4874 r0 a17	1	eval
e4874 r0 a35	1	eval
e4874 r0 a1	1	eval
e4874 r0 a38	1	eval
e4874 r0 a0	1	eval
e4874 r0 a27	1	eval
e4232 r0 c16	1	train
e4232 r0 a18	1	eval
e4232 r0 a28	1	eval
e4232 r0 a32	1	eval
e4232 r0 a16	1	eval
e4232 r0 a24	1	eval
e4232 r0 a17	1	eval
e4232 r0 a9	1	eval
e4232 r0 a3	1	eval
e4232 r0 a7	1	eval
e4232 r0 a10	1	eval
e4232 r0 a22	1	eval
e2018 r0 c16	1	train
e2018 r0 a18	1	eval
e2018 r0 a28	1	eval
e2018 r0 a32	1	eval
e2018 r0 a16	1	eval
e2018 r0 a24	1	eval
e2018 r0 a1	1	eval
e2018 r0 a0	1	eval
e2018 r0 a5	1	eval
e2018 r0 a34	1	eval
e2018 r0 a10	1	eval
e2018 r0 a12	1	eval
e4617 r0 c16	1	train
e4617 r0 a18	1	eval
e4617 r0 a28	1	eval
e4617 r0 a32	1	eval
e4617 r0 a16	1	eval
e4617 r0 a24	1	eval
e4617 r0 a39	1	eval
e4617 r0 a21	1	eval
e4617 r0 a1	1	eval
e4617 r0 a13	1	eval
e4617 r0 a8	1	eval
e4617 r0 a6	1	eval
e170 r0 c16	1	train
e170 r0 a18	1	eval
e170 r0 a28	1	eval
e170 r0 a32	1	eval
e170 r0 a16	1	eval
e170 r0 a24	1	eval
e170 r0 a0	1	eval
e170 r0 a35	1	eval
e170 r0 a6	1	eval
e170 r0 a10	1	eval
e170 r0 a34	1	eval
e170 r0 a17	1	eval
e717 r1 c62	1	train
e717 r0 a39	1	train
e717 r0 a12	1	train
e717 r0 a17	1	train
e717 r0 a18	1	train
e717 r0 a20	1	train
e717 r1 a25	0	train
e717 r1 a5	0	train
e717 r1 a33	0	train
e717 r1 a9	0	train
e717 r1 a31	0	train
e717 r1 a22	0	train
e3958 r1 c62	1	train
e3958 r0 a39	1	train
e3958 r0 a12	1	train
e3958 r0 a17	1	train
e3958 r0 a18	1	train
e3958 r0 a20	1	train
e3958 r1 a9	0	train
e3958 r1 a0	0	train
e3958 r1 a24	0	train
e3958 r1 a10	0	train
e3958 r1 a36	0	train
e3958 r1 a13	0	train
e4940 r1 c62	1	train
e4940 r0 a39	1	train
e4940 r0 a12	1	train
e4940 r0 a17	1	train
e4940 r0 a18	1	train
e4940 r0 a20	1	train
e4940 r1 a0	0	train
e4940 r1 a3	0	train
e4940 r1 a26	0	train
e4940 r1 a9	0	train
e4940 r1 a37	0	train
e4940 r1 a6	0	train
e2055 r1 c62	1	train
e2055 r0 a39	1	train
e2055 r0 a12	1	train
e2055 r0 a17	1	train
e2055 r0 a18	1	train
e2055 r0 a20	1	train
e2055 r1 a26	0	train
e2055 r1 a21	0	train
e2055 r1 a35	0	train
e2055 r1 a27	0	train
e2055 r1 a9	0	train
e2055 r1 a29	0	train
e2002 r1 c62	1	train
e2002 r0 a39	1	train
e2002 r0 a12	1	train
e2002 r0 a17	1	train
e2002 r0 a18	1	train
e2002 r0 a20	1	train
e2002 r1 a32	0	train
e2002 r1 a7	0	train
e2002 r1 a10	0	train
e2002 r1 a22	0	train
e2002 r1 a29	0	train
e2002 r1 a38	0	train
e1547 r1 c62	1	train
e1547 r0 a39	1	train
e1547 r0 a12	1	train
e1547 r0 a17	1	train
e1547 r0 a18	1	train
e1547 r0 a20	1	train
e1547 r1 a26	0	train
e1547 r1 a10	0	train
e1547 r1 a5	0	train
e1547 r1 a33	0	train
e1547 r1 a0	0	train
e1547 r1 a34	0	train
e2692 r1 c62	1	train
e2692 r0 a39	1	train
e2692 r0 a12	1	train
e2692 r0 a17	1	train
e2692 r0 a18	1	train
e2692 r0 a20	1	train
e2692 r1 a21	0	train
e2692 r1 a8	0	train
e2692 r1 a24	0	train
e2692 r1 a22	0	train
e2692 r1 a11	0	train
e2692 r1 a16	0	train
e40 r1 c62	1	train
e40 r0 a39	1	train
e40 r0 a12	1	train
e40 r0 a17	1	train
e40 r0 a18	1	train
e40 r0 a20	1	train
e40 r1 a11	0	train
e40 r1 a5	0	train
e40 r1 a2	0	train
e40 r1 a22	0	train
e40 r1 a14	0	train
e40 r1 a8	0	train
e639 r1 c62	1	train
e639 r0 a39	1	train
e639 r0 a12	1	train
e639 r0 a17	1	train
e639 r0 a18	1	train
e639 r0 a20	1	train
e639 r1 a2	0	train
e639 r1 a3	0	train
e639 r1 a25	0	train
e639 r1 a31	0	train
e639 r1 a33	0	train
e639 r1 a4	0	train
e3221 r1 c62	1	train
e3221 r0 a39	1	train
e3221 r0 a12	1	train
e3221 r0 a17	1	train
e3221 r0 a18	1	train
e3221 r0 a20	1	train
e3221 r1 a15	0	train
e3221 r1 a28	0	train
e3221 r1 a19	0	train
e3221 r1 a5	0	train
e3221 r1 a13	0	train
e3221 r1 a2	0	train
e872 r1 c62	1	train
e872 r0 a39	1	train
e872 r0 a12	1	train
e872 r0 a17	1	train
e872 r0 a18	1	train
e872 r0 a20	1	train
e872 r1 a26	0	train
e872 r1 a8	0	train
e872 r1 a37	0	train
e872 r1 a16	0	train
e872 r1 a33	0	train
e872 r1 a11	0	train
e3943 r1 c62	1	train
e3943 r0 a39	1	train
e3943 r0 a12	1	train
e3943 r0 a17	1	train
e3943 r0 a18	1	train
e3943 r0 a20	1	train
e3943 r1 a26	0	train
e3943 r1 a5	0	train
e3943 r1 a21	0	train
e3943 r1 a37	0	train
e3943 r1 a9	0	train
e3943 r1 a13	0	train
e904 r1 c62	1	train
e904 r0 a39	1	train
e904 r0 a12	1	train
e904 r0 a17	1	train
e904 r0 a18	1	train
e904 r0 a20	1	train
e904 r1 a6	0	train
e904 r1 a36	0	train
e904 r1 a16	0	train
e904 r1 a31	0	train
e904 r1 a7	0	train
e904 r1 a14	0	train
e3662 r1 c62	1	train
e3662 r0 a39	1	train
e3662 r0 a12	1	train
e3662 r0 a17	1	train
e3662 r0 a18	1	train
e3662 r0 a20	1	train
e3662 r1 a23	0	train
e3662 r1 a30	0	train
e3662 r1 a24	0	train
e3662 r1 a16	0	train
e3662 r1 a31	0	train
e3662 r1 a7	0	train
e2105 r1 c62	1	train
e2105 r0 a39	1	train
e2105 r0 a12	1	train
e2105 r0 a17	1	train
e2105 r0 a18	1	train
e2105 r0 a20	1	train
e2105 r1 a13	0	train
e2105 r1 a7	0	train
e2105 r1 a5	0	train
e2105 r1 a24	0	train
e2105 r1 a19	0	train
e2105 r1 a36	0	train
e2880 r1 c62	1	train
e2880 r0 a39	1	train
e2880 r0 a12	1	train
e2880 r0 a17	1	train
e2880 r0 a18	1	train
e2880 r0 a20	1	train
e2880 r1 a33	0	train
e2880 r1 a22	0	train
e2880 r1 a31	0	train
e2880 r1 a7	0	train
e2880 r1 a34	0	train
e2880 r1 a21	0	train
e2593 r1 c62	1	train
e2593 r0 a39	1	train
e2593 r0 a12	1	train
e2593 r0 a17	1	train
e2593 r0 a18	1	train
e2593 r0 a20	1	train
e2593 r1 a5	0	train
e2593 r1 a7	0	train
e2593 r1 a13	0	train
e2593 r1 a38	0	train
e2593 r1 a35	0	train
e2593 r1 a14	0	train
e194 r1 c62	1	train
e194 r0 a39	1	train
e194 r0 a12	1	train
e194 r0 a17	1	train
e194 r0 a18	1	train
e194 r0 a20	1	train
e194 r1 a33	0	train
e194 r1 a23	0	train
e194 r1 a15	0	train
e194 r1 a32	0	train
e194 r1 a30	0	train
e194 r1 a29	0	train
e959 r1 c62	1	train
e959 r0 a39	1	train
e959 r0 a12	1	train
e959 r0 a17	1	train
e959 r0 a18	1	train
e959 r0 a20	1	train
e959 r1 a5	0	train
e959 r1 a2	0	train
e959 r1 a13	0	train
e959 r1 a21	0	train
e959 r1 a11	0	train
e959 r1 a24	0	train
e3486 r1 c62	1	train
e3486 r0 a39	1	train
e3486 r0 a12	1	train
e3486 r0 a17	1	train
e3486 r0 a18	1	train
e3486 r0 a20	1	train
e3486 r1 a9	0	train
e3486 r1 a7	0	train
e3486 r1 a29	0	train
e3486 r1 a14	0	train
e3486 r1 a3	0	train
e3486 r1 a36	0	train
e1373 r1 c62	1	train
e1373 r0 a39	1	train
e1373 r0 a12	1	train
e1373 r0 a17	1	train
e1373 r0 a18	1	train
e1373 r0 a20	1	train
e1373 r1 a26	0	train
e1373 r1 a15	0	train
e1373 r1 a31	0	train
e1373 r1 a35	0	train
e1373 r1 a36	0	train
e1373 r1 a16	0	train
e628 r1 c62	1	train
e628 r0 a39	1	train
e628 r0 a12	1	train
e628 r0 a17	1	train
e628 r0 a18	1	train
e628 r0 a20	1	train
e628 r1 a1	0	train
e628 r1 a36	0	train
e628 r1 a16	0	train
e628 r1 a27	0	train
e628 r1 a9	0	train
e628 r1 a4	0	train
e1148 r1 c62	1	train
e1148 r0 a39	1	train
e1148 r0 a12	1	train
e1148 r0 a17	1	train
e1148 r0 a18	1	train
e1148 r0 a20	1	train
e1148 r1 a4	0	train
e1148 r1 a27	0	train
e1148 r1 a34	0	train
e1148 r1 a0	0	train
e1148 r1 a1	0	train
e1148 r1 a21	0	train
e4064 r1 c62	1	train
e4064 r0 a39	1	train
e4064 r0 a12	1	train
e4064 r0 a17	1	train
e4064 r0 a18	1	train
e4064 r0 a20	1	train
e4064 r1 a28	0	train
e4064 r1 a7	0	train
e4064 r1 a0	0	train
e4064 r1 a27	0	train
e4064 r1 a26	0	train
e4064 r1 a36	0	train
e1930 r1 c62	1	train
e1930 r0 a39	1	train
e1930 r0 a12	1	train
e1930 r0 a17	1	train
e1930 r0 a18	1	train
e1930 r0 a20	1	train
e1930 r1 a15	0	train
e1930 r1 a22	0	train
e1930 r1 a6	0	train
e1930 r1 a14	0	train
e1930 r1 a1	0	train
e1930 r1 a3	0	train
e2460 r1 c62	1	train
e2460 r0 a39	1	train
e2460 r0 a12	1	train
e2460 r0 a17	1	train
e2460 r0 a18	1	train
e2460 r0 a20	1	train
e2460 r1 a11	0	train
e2460 r1 a9	0	train
e2460 r1 a37	0	train
e2460 r1 a30	0	train
e2460 r1 a0	0	train
e2460 r1 a24	0	train
e2373 r1 c62	1	train
e2373 r0 a39	1	train
e2373 r0 a12	1	train
e2373 r0 a17	1	train
e2373 r0 a18	1	train
e2373 r0 a20	1	train
e2373 r1 a16	0	train
e2373 r1 a37	0	train
e2373 r1 a26	0	train
e2373 r1 a4	0	train
e2373 r1 a11	0	train
e2373 r1 a9	0	train
e2528 r1 c62	1	train
e2528 r0 a39	1	train
e2528 r0 a12	1	train
e2528 r0 a17	1	train
e2528 r0 a18	1	train
e2528 r0 a20	1	train
e2528 r1 a30	0	train
e2528 r1 a10	0	train
e2528 r1 a1	0	train
e2528 r1 a27	0	train
e2528 r1 a36	0	train
e2528 r1 a14	0	train
e2063 r1 c62	1	train
e2063 r0 a39	1	train
e2063 r0 a12	1	train
e2063 r0 a17	1	train
e2063 r0 a18	1	train
e2063 r0 a20	1	train
e2063 r1 a36	0	train
e2063 r1 a38	0	train
e2063 r1 a11	0	train
e2063 r1 a13	0	train
e2063 r1 a35	0	train
e2063 r1 a25	0	train
e3424 r1 c62	1	train
e3424 r0 a39	1	train
e3424 r0 a12	1	train
e3424 r0 a17	1	train
e3424 r0 a18	1	train
e3424 r0 a20	1	train
e3424 r1 a25	0	train
e3424 r1 a1	0	train
e3424 r1 a4	0	train
e3424 r1 a5	0	train
e3424 r1 a29	0	train
e3424 r1 a30	0	train
e1101 r1 c62	1	train
e1101 r0 a39	1	train
e1101 r0 a12	1	train
e1101 r0 a17	1	train
e1101 r0 a18	1	train
e1101 r0 a20	1	train
e1101 r1 a15	0	train
e1101 r1 a27	0	train
e1101 r1 a26	0	train
e1101 r1 a11	0	train
e1101 r1 a23	0	train
e1101 r1 a3	0	train
e3176 r1 c62	1	train
e3176 r0 a39	1	train
e3176 r0 a12	1	train
e3176 r0 a17	1	train
e3176 r0 a18	1	train
e3176 r0 a20	1	train
e3176 r1 a27	0	train
e3176 r1 a30	0	train
e3176 r1 a4	0	train
e3176 r1 a16	0	train
e3176 r1 a14	0	train
e3176 r1 a11	0	train
e4312 r1 c62	1	train
e4312 r0 a39	1	train
e4312 r0 a12	1	train
e4312 r0 a17	1	train
e4312 r0 a18	1	train
e4312 r0 a20	1	train
e4312 r1 a8	0	train
e4312 r1 a0	0	train
e4312 r1 a37	0	train
e4312 r1 a15	0	train
e4312 r1 a38	0	train
e4312 r1 a36	0	train
e2077 r1 c62	1	train
e2077 r0 a39	1	train
e2077 r0 a12	1	train
e2077 r0 a17	1	train
e2077 r0 a18	1	train
e2077 r0 a20	1	train
e2077 r1 a13	0	train
e2077 r1 a24	0	train
e2077 r1 a22	0	train
e2077 r1 a0	0	train
e2077 r1 a38	0	train
e2077 r1 a27	0	train
e1405 r1 c62	1	train
e1405 r0 a39	1	train
e1405 r0 a12	1	train
e1405 r0 a17	1	train
e1405 r0 a18	1	train
e1405 r0 a20	1	train
e1405 r1 a10	0	train
e1405 r1 a32	0	train
e1405 r1 a34	0	train
e1405 r1 a28	0	train
e1405 r1 a0	0	train
e1405 r1 a29	0	train
e3215 r1 c62	1	train
e3215 r0 a39	1	train
e3215 r0 a12	1	train
e3215 r0 a17	1	train
e3215 r0 a18	1	train
e3215 r0 a20	1	train
e3215 r1 a28	0	train
e3215 r1 a1	0	train
e3215 r1 a30	0	train
e3215 r1 a4	0	train
e3215 r1 a5	0	train
e3215 r1 a21	0	train
e2097 r1 c62	1	train
e2097 r0 a39	1	train
e2097 r0 a12	1	train
e2097 r0 a17	1	train
e2097 r0 a18	1	train
e2097 r0 a20	1	train
e2097 r1 a15	0	train
e2097 r1 a11	0	train
e2097 r1 a28	0	train
e2097 r1 a31	0	train
e2097 r1 a7	0	train
e2097 r1 a6	0	train
e4108 r1 c62	1	train
e4108 r0 a39	1	train
e4108 r0 a12	1	train
e4108 r0 a17	1	train
e4108 r0 a18	1	train
e4108 r0 a20	1	train
e4108 r1 a23	0	train
e4108 r1 a19	0	train
e4108 r1 a24	0	train
e4108 r1 a25	0	train
e4108 r1 a31	0	train
e4108 r1 a15	0	train
e119 r1 c62	1	train
e119 r0 a39	1	train
e119 r0 a12	1	train
e119 r0 a17	1	train
e119 r0 a18	1	train
e119 r0 a20	1	train
e119 r1 a34	0	train
e119 r1 a14	0	train
e119 r1 a1	0	train
e119 r1 a3	0	train
e119 r1 a5	0	train
e119 r1 a23	0	train
e562 r1 c62	1	train
e562 r0 a39	1	train
e562 r0 a12	1	train
e562 r0 a17	1	train
e562 r0 a18	1	train
e562 r0 a20	1	train
e562 r1 a6	0	train
e562 r1 a29	0	train
e562 r1 a35	0	train
e562 r1 a13	0	train
e562 r1 a14	0	train
e562 r1 a0	0	train
e1929 r1 c62	1	train
e1929 r0 a39	1	train
e1929 r0 a12	1	train
e1929 r0 a17	1	train
e1929 r0 a18	1	train
e1929 r0 a20	1	train
e1929 r1 a6	0	train
e1929 r1 a38	0	train
e1929 r1 a21	0	train
e1929 r1 a29	0	train
e1929 r1 a13	0	train
e1929 r1 a30	0	train
e765 r1 c62	1	train
e765 r0 a39	1	train
e765 r0 a12	1	train
e765 r0 a17	1	train
e765 r0 a18	1	train
e765 r0 a20	1	train
e765 r1 a28	0	train
e765 r1 a5	0	train
e765 r1 a14	0	train
e765 r1 a22	0	train
e765 r1 a15	0	train
e765 r1 a35	0	train
e3987 r1 c62	1	train
e3987 r0 a39	1	train
e3987 r0 a12	1	train
e3987 r0 a17	1	train
e3987 r0 a18	1	train
e3987 r0 a20	1	train
e3987 r1 a32	0	train
e3987 r1 a30	0	train
e3987 r1 a27	0	train
e3987 r1 a35	0	train
e3987 r1 a11	0	train
e3987 r1 a1	0	train
e1395 r1 c62	1	train
e1395 r0 a39	1	train
e1395 r0 a12	1	train
e1395 r0 a17	1	train
e1395 r0 a18	1	train
e1395 r0 a20	1	train
e1395 r1 a24	0	train
e1395 r1 a19	0	train
e1395 r1 a36	0	train
e1395 r1 a31	0	train
e1395 r1 a1	0	train
e1395 r1 a21	0	train
e4595 r1 c62	1	train
e4595 r0 a39	1	train
e4595 r0 a12	1	train
e4595 r0 a17	1	train
e4595 r0 a18	1	train
e4595 r0 a20	1	train
e4595 r1 a34	0	train
e4595 r1 a6	0	train
e4595 r1 a15	0	train
e4595 r1 a35	0	train
e4595 r1 a30	0	train
e4595 r1 a28	0	train
e3256 r1 c62	1	train
e3256 r0 a39	1	train
e3256 r0 a12	1	train
e3256 r0 a17	1	train
e3256 r0 a18	1	train
e3256 r0 a20	1	train
e3256 r1 a13	0	train
e3256 r1 a1	0	train
e3256 r1 a23	0	train
e3256 r1 a26	0	train
e3256 r1 a25	0	train
e3256 r1 a9	0	train
e4627 r1 c62	1	train
e4627 r0 a39	1	train
e4627 r0 a12	1	train
e4627 r0 a17	1	train
e4627 r0 a18	1	train
e4627 r0 a20	1	train
e4627 r1 a7	0	train
e4627 r1 a14	0	train
e4627 r1 a6	0	train
e4627 r1 a25	0	train
e4627 r1 a31	0	train
e4627 r1 a4	0	train
e2893 r1 c62	1	train
e2893 r0 a39	1	train
e2893 r0 a12	1	train
e2893 r0 a17	1	train
e2893 r0 a18	1	train
e2893 r0 a20	1	train
e2893 r1 a35	0	train
e2893 r1 a21	0	train
e2893 r1 a19	0	train
e2893 r1 a3	0	train
e2893 r1 a13	0	train
e2893 r1 a22	0	train
e277 r1 c62	1	train
e277 r0 a39	1	train
e277 r0 a12	1	train
e277 r0 a17	1	train
e277 r0 a18	1	train
e277 r0 a20	1	train
e277 r1 a23	0	train
e277 r1 a30	0	train
e277 r1 a5	0	train
e277 r1 a34	0	train
e277 r1 a14	0	train
e277 r1 a8	0	train
e3911 r1 c62	1	train
e3911 r0 a39	1	train
e3911 r0 a12	1	train
e3911 r0 a17	1	train
e3911 r0 a18	1	train
e3911 r0 a20	1	train
e3911 r1 a21	0	train
e3911 r1 a16	0	train
e3911 r1 a37	0	train
e3911 r1 a38	0	train
e3911 r1 a36	0	train
e3911 r1 a10	0	train
e4960 r1 c62	1	train
e4960 r0 a39	1	train
e4960 r0 a12	1	train
e4960 r0 a17	1	train
e4960 r0 a18	1	train
e4960 r0 a20	1	train
e4960 r1 a31	0	train
e4960 r1 a27	0	train
e4960 r1 a15	0	train
e4960 r1 a4	0	train
e4960 r1 a21	0	train
e4960 r1 a1	0	train
e1539 r1 c62	1	train
e1539 r0 a39	1	train
e1539 r0 a12	1	train
e1539 r0 a17	1	train
e1539 r0 a18	1	train
e1539 r0 a20	1	train
e1539 r1 a19	0	train
e1539 r1 a21	0	train
e1539 r1 a38	0	train
e1539 r1 a24	0	train
e1539 r1 a7	0	train
e1539 r1 a27	0	train
e3180 r1 c62	1	train
e3180 r0 a39	1	train
e3180 r0 a12	1	train
e3180 r0 a17	1	train
e3180 r0 a18	1	train
e3180 r0 a20	1	train
e3180 r1 a10	0	train
e3180 r1 a6	0	train
e3180 r1 a9	0	train
e3180 r1 a19	0	train
e3180 r1 a23	0	train
e3180 r1 a38	0	train
e3978 r1 c62	1	train
e3978 r0 a39	1	train
e3978 r0 a12	1	train
e3978 r0 a17	1	train
e3978 r0 a18	1	train
e3978 r0 a20	1	train
e3978 r1 a24	0	train
e3978 r1 a4	0	train
e3978 r1 a9	0	train
e3978 r1 a37	0	train
e3978 r1 a11	0	train
e3978 r1 a32	0	train
e2393 r1 c62	1	train
e2393 r0 a39	1	train
e2393 r0 a12	1	train
e2393 r0 a17	1	train
e2393 r0 a18	1	train
e2393 r0 a20	1	train
e2393 r1 a3	0	train
e2393 r1 a35	0	train
e2393 r1 a19	0	train
e2393 r1 a38	0	train
e2393 r1 a6	0	train
e2393 r1 a22	0	train
e2127 r1 c62	1	train
e2127 r0 a39	1	train
e2127 r0 a12	1	train
e2127 r0 a17	1	train
e2127 r0 a18	1	train
e2127 r0 a20	1	train
e2127 r1 a27	0	train
e2127 r1 a6	0	train
e2127 r1 a37	0	train
e2127 r1 a4	0	train
e2127 r1 a13	0	train
e2127 r1 a1	0	train
e3578 r1 c62	1	train
e3578 r0 a39	1	train
e3578 r0 a12	1	train
e3578 r0 a17	1	train
e3578 r0 a18	1	train
e3578 r0 a20	1	train
e3578 r1 a38	0	train
e3578 r1 a14	0	train
e3578 r1 a1	0	train
e3578 r1 a3	0	train
e3578 r1 a30	0	train
e3578 r1 a36	0	train
e3998 r1 c62	1	train
e3998 r0 a39	1	train
e3998 r0 a12	1	train
e3998 r0 a17	1	train
e3998 r0 a18	1	train
e3998 r0 a20	1	train
e3998 r1 a8	0	train
e3998 r1 a2	0	train
e3998 r1 a13	0	train
e3998 r1 a16	0	train
e3998 r1 a7	0	train
e3998 r1 a30	0	train
e2871 r1 c62	1	train
e2871 r0 a39	1	train
e2871 r0 a12	1	train
e2871 r0 a17	1	train
e2871 r0 a18	1	train
e2871 r0 a20	1	train
e2871 r1 a7	0	train
e2871 r1 a5	0	train
e2871 r1 a35	0	train
e2871 r1 a30	0	train
e2871 r1 a9	0	train
e2871 r1 a26	0	train
e4956 r1 c62	1	train
e4956 r0 a39	1	train
e4956 r0 a12	1	train
e4956 r0 a17	1	train
e4956 r0 a18	1	train
e4956 r0 a20	1	train
e4956 r1 a15	0	train
e4956 r1 a29	0	train
e4956 r1 a19	0	train
e4956 r1 a31	0	train
e4956 r1 a9	0	train
e4956 r1 a32	0	train
e1765 r1 c62	1	train
e1765 r0 a39	1	train
e1765 r0 a12	1	train
e1765 r0 a17	1	train
e1765 r0 a18	1	train
e1765 r0 a20	1	train
e1765 r1 a11	0	train
e1765 r1 a15	0	train
e1765 r1 a38	0	train
e1765 r1 a2	0	train
e1765 r1 a21	0	train
e1765 r1 a4	0	train
e4170 r1 c62	1	train
e4170 r0 a39	1	train
e4170 r0 a12	1	train
e4170 r0 a17	1	train
e4170 r0 a18	1	train
